2	15638338	3.02e-06
2	33883459	3.074e-06
2	94013929	3.191e-06
1	144919279	3.245e-06
1	144071909	3.245e-06
5	37026173	3.578e-06
1	127434983	3.659e-06
1	87781420	3.717e-06
1	9719155	3.785e-06
20	10654285	3.802e-06
1	26732771	4.157e-06
5	49875888	4.196e-06
1	190069880	4.421e-06
10	20203654	4.519e-06
1	24778907	4.649e-06
chrZ	51311420	4.669e-06
1	15909975	4.769e-06
4	6452070	4.804e-06
1	9952579	4.984e-06
3	43165229	5.164e-06
3	57797284	5.321e-06
9	4988136	5.359e-06
18	3622391	5.916e-06
6	13022656	5.957e-06
chrZ	48270362	6.922e-06
24	5422864	7.211e-06
27	3570404	7.331e-06
3	100494532	7.525e-06
5	49926306	7.549e-06
6	26900879	7.696e-06
3	57405744	7.873e-06
1	10710992	7.992e-06
1	56893538	8.118e-06
3	22917162	8.705e-06
29	2461617	8.932e-06
chrZ	69160477	8.936e-06
1	161594305	8.943e-06
1	152589634	8.951e-06
5	33537917	9.085e-06
2	1435675	9.227e-06
13	7994689	9.35e-06
31	4663126	9.429e-06
20	11217721	9.536e-06
3	101297962	9.727e-06
33	5824908	1.001e-05
chrZ	29451242	1.051e-05
1	99207608	1.059e-05
1	9692439	1.069e-05
1	10437705	1.086e-05
28	4264116	1.095e-05
7	34060135	1.099e-05
6	5426177	1.112e-05
1	113415372	1.145e-05
2	33586663	1.151e-05
13	6846935	1.173e-05
6	30262274	1.199e-05
13	14166375	1.206e-05
2	15516006	1.211e-05
8	7330975	1.224e-05
9	19347430	1.253e-05
2	37552862	1.253e-05
1	146602033	1.323e-05
1	22397832	1.325e-05
6	30408549	1.347e-05
2	151413974	1.367e-05
12	12754592	1.453e-05
2	2383960	1.475e-05
5	42050382	1.476e-05
1	27041228	1.48e-05
19	7499709	1.546e-05
27	5965010	1.567e-05
1	11241104	1.594e-05
chr16p1	1090423	1.616e-05
chrZ	47111374	1.621e-05
3	57694181	1.635e-05
1	136966995	1.683e-05
chrZ	66421088	1.699e-05
14	5843661	1.722e-05
2	12121567	1.724e-05
2	141029013	1.73e-05
27	5321260	1.747e-05
35	544797	1.755e-05
4	71036808	1.809e-05
25	2922779	1.826e-05
2	131194771	1.883e-05
5	25078465	1.905e-05
20	10371693	1.961e-05
13	17288251	2.002e-05
21	5165342	2.02e-05
8	1546702	2.04e-05
1	93956142	2.056e-05
8	8839041	2.082e-05
3	62682980	2.095e-05
4	65466665	2.098e-05
2	12033865	2.145e-05
1	73636674	2.157e-05
6	2260873	2.184e-05
chrZ	47080248	2.222e-05
11	17708797	2.295e-05
10	17615029	2.313e-05
5	58782927	2.317e-05
2	141029267	2.325e-05
15	2203620	2.385e-05
1	30129771	2.413e-05
4	58447398	2.474e-05
1	62751408	2.529e-05
1	62374065	2.537e-05
3	58077068	2.541e-05
1	9415009	2.563e-05
1	176707251	2.591e-05
7	19428538	2.638e-05
11	8245030	2.692e-05
14	3288308	2.733e-05
35	558262	2.74e-05
4	67995833	2.78e-05
13	13291595	2.835e-05
3	55569864	2.852e-05
1	190329843	2.852e-05
35	528255	2.931e-05
10	15787955	2.94e-05
7	8950969	3.02e-05
19	4309627	3.032e-05
3	27635647	3.08e-05
chrZ	32360002	3.114e-05
1	10255081	3.145e-05
1	175256376	3.145e-05
4	541924	3.17e-05
1	150007963	3.187e-05
30	1806116	3.198e-05
chrZ	6593797	3.313e-05
8	2304092	3.323e-05
3	55523293	3.39e-05
4	53555763	3.417e-05
2	105367087	3.458e-05
9	17042362	3.473e-05
2	60071416	3.474e-05
15	4233015	3.512e-05
chrZ	2194144	3.52e-05
1	15359797	3.53e-05
9	21259237	3.611e-05
25	3225990	3.64e-05
2	151498758	3.679e-05
7	27005592	3.701e-05
1	169485465	3.718e-05
12	18560302	3.727e-05
2	12039343	3.79e-05
4	56388631	3.793e-05
4	70322074	3.914e-05
2	1929667	4.024e-05
chr34p1	1633482	4.047e-05
1	94851873	4.152e-05
2	145147735	4.189e-05
1	159906220	4.196e-05
3	59300711	4.199e-05
2	102641531	4.301e-05
6	3242181	4.313e-05
5	35581660	4.357e-05
1	135157913	4.373e-05
1	88925891	4.401e-05
1	21705249	4.413e-05
1	49720588	4.455e-05
1	186158512	4.647e-05
1	49712372	4.709e-05
chrZ	47081467	4.726e-05
33	5881407	4.742e-05
5	7578327	4.753e-05
scaffold2	2248765	4.801e-05
2	122079964	4.883e-05
1	29175069	4.96e-05
25	1869602	4.974e-05
35	177201	4.987e-05
1	12158924	4.992e-05
chr16p1	836803	5.065e-05
18	7167009	5.069e-05
1	96679025	5.226e-05
22	3739469	5.238e-05
1	11981016	5.249e-05
6	9378562	5.272e-05
1	96662290	5.467e-05
10	19643033	5.483e-05
1	18321252	5.519e-05
4	26100635	5.521e-05
5	400637	5.7e-05
1	77557217	5.728e-05
1	141789209	5.871e-05
scaffold2	220668	5.879e-05
chrZ	38745967	5.917e-05
2	94955845	5.926e-05
3	57817211	5.944e-05
1	90127482	5.979e-05
15	12211215	5.99e-05
18	6036648	6.091e-05
1	144949154	6.128e-05
chrZ	45325927	6.139e-05
3	40143389	6.147e-05
1	5535183	6.152e-05
2	102421921	6.152e-05
4	23885428	6.186e-05
20	9339845	6.293e-05
3	43679546	6.3e-05
24	5422800	6.365e-05
5	53361978	6.417e-05
4	2549206	6.427e-05
5	940238	6.431e-05
scaffold2	1951799	6.446e-05
28	4585593	6.482e-05
2	85018746	6.484e-05
1	137357783	6.519e-05
chrZ	41626902	6.533e-05
38	469447	6.613e-05
13	6055126	6.698e-05
2	3032131	6.831e-05
1	64497951	6.864e-05
11	10817446	6.879e-05
1	10008876	6.934e-05
4	55506471	6.983e-05
2	11133954	7.01e-05
30	1189291	7.022e-05
2	146436517	7.088e-05
17	7936235	7.1e-05
2	86059823	7.12e-05
6	29680351	7.126e-05
1	146002039	7.131e-05
chrZ	50917573	7.274e-05
30	1189509	7.291e-05
18	5327570	7.579e-05
1	16444944	7.582e-05
chrZ	70335642	7.615e-05
5	21508064	7.652e-05
31	4196547	7.681e-05
1	30296211	7.707e-05
1	136133996	7.755e-05
1	95732307	7.866e-05
7	34735787	7.948e-05
2	148428937	7.953e-05
chrZ	44661992	7.963e-05
9	5279353	8.045e-05
4	45119426	8.117e-05
5	11288259	8.237e-05
21	7225321	8.295e-05
1	5532981	8.318e-05
4	89254862	8.544e-05
1	162206516	8.646e-05
6	24944374	8.772e-05
1	137442190	8.901e-05
4	59452977	8.998e-05
4	56596479	9.197e-05
2	19871655	9.274e-05
3	103815032	9.319e-05
27	3249161	9.399e-05
11	15002729	9.431e-05
30	680888	9.433e-05
29	2158995	9.509e-05
4	22135875	9.562e-05
1	133423625	9.603e-05
22	3727173	9.664e-05
1	76474049	9.76e-05
9	5100468	9.914e-05
scaffold2	1971328	9.963e-05
chrZ	401648	0.0001004
2	63696603	0.0001014
chr16p1	837260	0.0001023
5	36577242	0.0001028
8	2100780	0.0001034
2	95483472	0.0001034
7	13955199	0.0001043
2	150331375	0.0001055
chrZ	51311850	0.0001055
chrZ	39241443	0.0001057
2	85446335	0.0001062
5	23107858	0.0001067
1	50135037	0.0001068
2	1907607	0.0001086
9	15902794	0.0001095
2	82787774	0.0001095
1	177969316	0.0001103
1	28960093	0.000111
1	120817314	0.0001113
1	158391671	0.0001115
chrZ	27178431	0.0001124
2	68507697	0.0001134
1	182879017	0.0001135
chrZ	12309689	0.0001143
30	288326	0.0001155
38	469429	0.0001162
3	42744526	0.0001169
36	1494476	0.0001177
3	42029778	0.0001189
3	103136526	0.0001193
27	6338197	0.0001196
1	148870104	0.0001209
3	11050617	0.0001211
chrZ	258039	0.0001213
3	17915886	0.0001223
12	10392646	0.0001225
3	106254634	0.000123
1	66197396	0.0001246
chrZ	51985224	0.0001253
1	130969083	0.0001253
3	103512061	0.0001254
13	16963534	0.0001256
3	38346361	0.0001265
1	172053865	0.0001272
1	100066997	0.0001274
3	105009460	0.0001275
1	9123176	0.0001275
7	18443464	0.0001297
4	22116776	0.0001308
1	21537487	0.000131
2	21701663	0.0001311
1	179386402	0.0001316
27	5092404	0.0001317
28	1621047	0.0001317
21	4714770	0.0001317
1	97531798	0.0001327
10	19911209	0.0001331
1	35827359	0.0001336
22	3739475	0.0001342
1	159743560	0.0001361
21	5109458	0.000138
1	122700989	0.0001387
1	2890496	0.0001387
8	2027470	0.0001411
4	75264625	0.0001412
1	175797313	0.0001421
11	2557949	0.0001421
3	34350181	0.0001436
1	45337423	0.0001439
2	27063836	0.0001445
1	174698805	0.0001459
6	7577577	0.0001461
7	1181486	0.0001464
1	13047334	0.0001466
23	3734943	0.000147
4	60819359	0.0001472
1	199602390	0.0001477
4	89260753	0.000149
4	47647591	0.0001505
1	113415162	0.0001511
23	1766799	0.0001519
10	6982632	0.0001521
6	17420659	0.0001522
6	10448960	0.0001528
13	3444441	0.0001528
1	69428149	0.0001528
2	48858351	0.0001531
5	44306566	0.0001532
36	1721948	0.0001532
6	13777870	0.0001541
3	105993584	0.0001567
1	138468099	0.0001567
scaffold3	1878424	0.0001578
chr34p1	2171124	0.0001605
scaffold2	1123827	0.000162
2	149707813	0.0001626
9	11364434	0.0001626
4	51625330	0.0001635
31	4479559	0.0001638
2	8003943	0.000164
36	1723362	0.000164
2	87145575	0.0001651
3	21750127	0.0001652
2	2032829	0.0001659
chrZ	68844390	0.000166
1	50488340	0.0001664
5	57896317	0.0001665
7	29162164	0.0001669
1	157332897	0.0001697
13	13709060	0.0001697
2	42611866	0.0001702
2	135982865	0.0001708
chr16p1	493049	0.000171
6	33277091	0.0001712
36	1720487	0.0001719
20	10404061	0.0001737
25	1191219	0.0001746
4	61827162	0.0001748
1	153067128	0.0001752
30	336540	0.0001759
1	94161254	0.0001796
1	24252422	0.0001797
2	23347064	0.000181
2	87304931	0.0001816
chr16p1	478127	0.0001816
4	6939920	0.0001821
3	4566507	0.0001839
2	93180030	0.0001847
2	71645752	0.0001863
chr34p1	1708772	0.0001896
6	4267286	0.0001902
2	89593382	0.0001907
5	22885522	0.0001915
21	4587614	0.0001915
4	9366508	0.0001915
3	96991170	0.0001933
chrZ	57747787	0.0001934
1	24054272	0.0001934
7	3188609	0.0001934
1	37035995	0.000194
2	68508640	0.0001964
1	35609792	0.0001969
1	149238573	0.0001975
17	8270106	0.0001981
6	9819396	0.0001988
8	8266103	0.0001995
25	1431141	0.0002022
3	4620094	0.000203
13	10738507	0.000203
scaffold2	1601034	0.0002054
2	1776948	0.0002063
1	1806107	0.000207
31	3920074	0.0002075
1	149982642	0.0002088
2	144927796	0.00021
2	119929614	0.0002117
8	23835085	0.0002117
4	79388936	0.0002119
1	88098204	0.000212
20	7002560	0.0002128
9	1477663	0.0002135
33	4960565	0.0002144
3	7647961	0.000215
2	145161991	0.0002154
3	19530514	0.0002167
3	27868673	0.0002168
19	3773954	0.0002172
1	10093647	0.0002181
chrZ	55150827	0.0002202
20	8378242	0.000221
4	634776	0.0002216
11	14187187	0.0002217
6	20034383	0.0002224
1	144618674	0.0002227
4	60683633	0.0002229
12	7315678	0.000224
scaffold2	917639	0.000224
3	10797852	0.0002244
4	28313485	0.0002257
4	60481714	0.0002268
3	78277770	0.0002271
6	827318	0.0002294
39	415768	0.0002301
chr34p1	1507785	0.0002306
1	126499869	0.0002309
11	18955928	0.0002311
3	99648280	0.0002327
13	17421703	0.000233
2	102705622	0.0002334
19	5097585	0.0002335
26	1128729	0.0002341
chr34p1	254337	0.0002344
3	20033516	0.0002348
scaffold2	987299	0.0002349
1	96664977	0.0002362
4	43442123	0.0002366
5	58645943	0.0002373
31	4509393	0.000238
scaffold2	433233	0.0002385
6	26093715	0.0002399
10	11827285	0.000242
3	97829156	0.0002426
7	9915528	0.0002428
23	4017829	0.0002434
1	94489622	0.0002457
10	14399911	0.0002457
1	8614915	0.0002475
5	55706821	0.0002487
8	16370794	0.0002488
1	54528383	0.0002494
4	57409040	0.0002496
8	5193244	0.0002499
4	590027	0.0002536
4	73392556	0.0002539
2	73900203	0.0002543
6	11752383	0.000255
1	35194973	0.0002556
4	51752344	0.0002561
4	802223	0.0002571
2	106213332	0.0002594
20	3232615	0.0002599
36	1340703	0.000261
1	175505996	0.0002618
30	1315558	0.0002654
4	79809034	0.0002676
4	46597921	0.0002685
5	22674730	0.0002697
3	42477182	0.0002714
1	39450010	0.0002714
13	9539998	0.0002744
2	144741522	0.0002745
chrZ	53244877	0.0002755
1	27536552	0.0002758
31	4196478	0.0002764
4	12946618	0.0002769
4	721433	0.0002785
3	17638965	0.0002789
14	12782655	0.0002795
11	4613510	0.0002806
2	48839818	0.0002817
2	20123245	0.0002822
20	12442314	0.000286
8	8806003	0.0002863
1	16121969	0.0002864
4	63040948	0.0002871
1	153701584	0.0002876
1	150852330	0.0002882
15	6871971	0.0002887
1	174068633	0.0002898
3	97760507	0.0002917
chrZ	37983128	0.0002929
1	142521168	0.0002937
1	107624034	0.0002941
5	11226606	0.0002962
2	25034678	0.0002976
11	18809199	0.0002977
2	12079847	0.0003011
5	17943810	0.0003015
3	78770178	0.0003022
3	73377486	0.0003026
1	122700578	0.000303
20	10129441	0.0003036
5	39413495	0.0003038
36	509032	0.0003045
3	85075075	0.0003048
1	153753025	0.0003065
3	94293535	0.000307
38	491744	0.000307
2	2685741	0.0003073
5	8419225	0.0003075
14	8027198	0.0003082
scaffold2	1339875	0.0003098
10	4954721	0.000311
1	145726459	0.0003112
1	29910689	0.0003129
3	13943656	0.0003134
14	7433953	0.0003144
10	3479696	0.0003149
3	40920438	0.0003163
1	73948746	0.0003165
30	293091	0.0003173
17	821545	0.000318
18	8961532	0.0003184
5	1014204	0.0003191
1	148870116	0.0003191
5	43835202	0.0003204
3	111089506	0.0003204
36	1402499	0.0003217
9	2218882	0.0003239
3	100097030	0.0003243
6	32135780	0.000328
4	61038875	0.0003292
2	4572765	0.0003293
3	84715571	0.0003299
4	89033349	0.0003304
1	198945939	0.0003316
6	14544783	0.000332
25	3043127	0.000333
22	1604070	0.0003343
2	22369782	0.0003399
1	106958560	0.0003411
2	91807333	0.0003416
13	7035634	0.0003418
28	2814412	0.0003427
2	117906576	0.000343
chr34p1	1240650	0.000345
chr34p1	1116915	0.0003464
2	95406610	0.0003466
1	197230314	0.0003469
4	76571865	0.0003489
4	613213	0.000349
1	19206024	0.0003521
10	1510342	0.0003534
9	21359478	0.0003553
2	55661721	0.0003561
1	13828585	0.0003573
7	8720023	0.0003594
2	27363031	0.0003622
8	15495826	0.0003645
1	157324885	0.0003647
13	1969614	0.0003654
23	1515134	0.0003655
4	85360366	0.0003657
8	24039359	0.0003677
1	171401572	0.0003677
1	41430934	0.0003682
2	8056774	0.0003699
chrZ	48763424	0.0003723
chrZ	85460054	0.0003739
2	3612323	0.0003742
2	125574560	0.0003749
6	2942450	0.0003756
15	9587076	0.0003763
1	51563938	0.0003765
33	3599029	0.0003775
20	9579817	0.0003776
2	97293311	0.0003782
3	77207328	0.0003785
1	28883964	0.0003799
6	34510409	0.0003809
2	93486917	0.0003811
2	145789976	0.0003812
31	4522529	0.0003825
3	85230364	0.0003841
chrZ	51245211	0.0003843
1	154511362	0.0003848
5	57958049	0.0003859
4	70133136	0.0003875
1	43320534	0.0003878
20	7544404	0.0003903
3	98178289	0.0003931
12	7350269	0.0003941
2	97293423	0.0003957
1	159070046	0.0003965
chrZ	55223780	0.0003967
3	33921450	0.0003981
13	13485766	0.0003981
3	110294641	0.0003993
2	109197430	0.0004001
3	9393881	0.000401
3	67954688	0.0004018
15	6771262	0.0004024
2	3121748	0.0004029
5	56194557	0.0004079
25	2922539	0.0004081
1	8896607	0.000411
1	37636688	0.0004115
4	29478993	0.0004115
11	19667924	0.0004127
3	4290008	0.0004135
3	12176307	0.0004152
6	5794653	0.000419
2	49555002	0.0004215
chrZ	34521021	0.0004217
9	11359338	0.0004229
1	154120141	0.0004252
30	1684674	0.0004264
chrZ	51925335	0.0004291
1	91321335	0.0004297
3	107080883	0.0004305
3	108343535	0.0004337
5	21983094	0.0004342
7	33781392	0.0004345
3	16829553	0.000435
5	56332518	0.0004352
7	26538004	0.0004358
30	303263	0.0004371
3	40920608	0.0004383
1	133369040	0.0004396
12	16830704	0.0004401
5	55195071	0.0004418
1	56878188	0.0004431
3	9260331	0.0004432
32	1987690	0.0004436
2	28792025	0.0004439
3	71176585	0.0004456
5	21790195	0.0004456
1	198140750	0.0004465
20	5969614	0.000447
3	78661335	0.0004505
1	138995898	0.0004515
3	73679447	0.0004518
5	51979739	0.0004522
36	901586	0.0004558
3	58077067	0.0004564
11	17709346	0.000457
37	2298398	0.0004574
chrZ	48077180	0.0004579
chrZ	68383884	0.000458
37	3343902	0.000458
15	7029874	0.000461
1	153293255	0.0004624
35	354280	0.0004629
1	56886240	0.0004634
chrZ	4212417	0.0004643
11	11292241	0.0004656
3	20220079	0.0004719
1	94310617	0.0004726
1	30095281	0.0004729
14	6494199	0.0004758
1	112194072	0.0004759
1	17435687	0.0004763
4	60481713	0.0004764
1	86032740	0.000479
2	11325972	0.0004793
1	37630915	0.0004798
1	132349890	0.0004819
4	54067679	0.0004841
1	15398935	0.000485
4	803837	0.0004868
5	12075570	0.0004869
2	135419394	0.0004878
1	153240293	0.000488
3	4565663	0.000491
1	136548234	0.0004919
3	491433	0.000493
31	4503263	0.0004931
5	25583039	0.0004934
3	60995470	0.0004942
33	5872557	0.0004952
36	1546277	0.0004964
4	7602529	0.0004981
1	194496439	0.0004989
2	31127181	0.0005001
5	1238814	0.0005018
chrZ	462197	0.0005045
28	3621309	0.0005077
4	5000340	0.0005079
5	38943809	0.0005083
1	29935926	0.00051
1	56692585	0.0005131
25	2923015	0.0005147
25	1582229	0.0005153
chrZ	37942321	0.0005194
3	58077089	0.0005206
2	573732	0.0005212
2	136961745	0.0005253
scaffold2	1124710	0.0005254
1	122820960	0.0005273
9	17229275	0.0005276
19	9015000	0.0005282
3	81316889	0.0005293
4	38687688	0.0005295
1	85520173	0.0005314
10	7577356	0.000533
3	57857948	0.0005363
2	39761695	0.0005367
3	99810029	0.0005372
1	94841481	0.0005395
3	13926212	0.0005407
14	9274486	0.0005416
chrZ	30308775	0.0005421
12	12233285	0.0005426
1	141789331	0.0005436
1	20539535	0.000544
chr34p1	1792928	0.000545
6	4925044	0.0005464
1	94055544	0.0005466
1	140424824	0.0005472
4	80830891	0.0005507
4	672433	0.0005512
2	150751399	0.0005518
1	158396698	0.0005524
4	84561183	0.0005525
31	5382427	0.000553
13	15392109	0.0005537
3	96082446	0.0005557
18	6819923	0.0005578
4	51823985	0.0005613
3	109407355	0.0005613
31	1904417	0.0005615
20	10032776	0.0005624
18	10302856	0.0005632
chrZ	37643306	0.0005645
4	78994158	0.0005646
9	2769407	0.0005652
39	317639	0.0005652
2	49549170	0.0005665
3	41117140	0.0005673
23	3247095	0.0005685
3	27168928	0.0005701
2	8723162	0.0005702
7	28653126	0.0005721
4	4038707	0.0005742
3	42508669	0.0005756
2	151681731	0.0005773
9	15188573	0.000579
chr34p1	2525441	0.00058
22	3758715	0.0005825
chrZ	43148877	0.0005827
17	8269275	0.0005836
3	58428083	0.000584
9	4537999	0.0005881
24	787087	0.0005936
3	105640013	0.0005943
21	5969288	0.0005943
1	47151884	0.0005961
1	152141024	0.0005961
3	57132550	0.0005964
20	2898116	0.0005974
1	36275708	0.0005978
36	1340837	0.0005982
1	197293499	0.0006006
3	107238512	0.0006009
2	14300583	0.0006034
3	23572503	0.0006041
10	11436643	0.0006059
37	3266699	0.0006064
36	1478288	0.0006071
5	23855281	0.0006079
3	66970007	0.0006115
2	50548150	0.0006129
13	3471080	0.0006149
1	169324062	0.0006219
2	149301487	0.0006235
30	1586778	0.0006243
4	67273084	0.0006243
18	5198262	0.0006252
3	107016690	0.000626
chrZ	50018580	0.0006277
2	2734041	0.000628
1	164062353	0.0006286
15	13014707	0.0006294
1	144659382	0.0006316
2	150367719	0.0006317
7	15198666	0.0006319
4	18263812	0.0006323
chrZ	24759378	0.0006323
1	27340693	0.0006332
4	39167515	0.0006363
33	6227898	0.0006389
4	73483113	0.0006421
37	2972939	0.0006423
15	3847631	0.0006445
scaffold2	1579946	0.0006446
2	1771934	0.0006468
chr16p2	1470004	0.0006482
3	42088189	0.0006527
scaffold2	989057	0.0006531
3	34272701	0.0006537
1	23333719	0.0006609
1	10963864	0.0006627
3	68866788	0.0006641
5	7968385	0.0006665
3	32288238	0.0006681
4	27846787	0.00067
chrZ	26509948	0.0006723
8	22126929	0.0006732
38	464616	0.000674
38	577762	0.0006745
2	379709	0.0006754
27	3918765	0.0006759
3	72932369	0.0006759
5	55290086	0.0006782
2	21238924	0.0006792
2	10483972	0.0006805
2	35199470	0.0006808
18	10656510	0.0006824
11	4634656	0.0006825
1	46710084	0.0006831
5	42260051	0.0006858
1	140530536	0.0006864
chrZ	29355479	0.0006874
1	160930487	0.0006874
33	4902206	0.0006897
31	2505031	0.0006909
1	39023837	0.000695
1	96486768	0.0006964
1	42966794	0.000698
1	46697863	0.0006982
4	84562226	0.0007
4	47117398	0.0007011
18	10474475	0.0007014
31	5270831	0.0007019
2	93190186	0.0007029
chrZ	13347075	0.0007059
3	69500856	0.0007062
3	67991808	0.0007065
2	151161944	0.0007084
4	74490981	0.0007121
3	18115668	0.0007126
2	128484259	0.0007164
1	94230957	0.0007185
2	75515291	0.0007218
39	420133	0.0007231
2	128001945	0.0007241
1	121551183	0.0007245
35	594708	0.0007247
1	144724720	0.0007261
20	9625640	0.0007272
26	4651938	0.0007314
3	76349621	0.000732
scaffold2	1001823	0.0007324
5	55138154	0.000735
14	3305123	0.0007354
2	72991821	0.0007377
20	5837580	0.0007392
4	60129099	0.00074
2	113946899	0.0007405
2	22026478	0.0007417
30	213076	0.0007447
2	134359331	0.0007449
1	5063249	0.0007451
8	6603844	0.0007452
38	253569	0.0007459
7	3612604	0.0007463
3	62216788	0.0007469
12	20514680	0.0007486
5	7591277	0.0007489
3	40122492	0.000752
27	2432107	0.0007544
4	66957471	0.0007553
19	3899496	0.0007557
2	26127377	0.0007577
1	164570745	0.0007584
4	50621212	0.000759
2	1943861	0.0007597
2	132660633	0.0007617
chrZ	55176218	0.0007625
1	195007043	0.0007642
4	56774714	0.000765
13	16240243	0.0007654
6	31835062	0.0007668
1	149702101	0.0007678
33	5024727	0.000768
28	4143591	0.0007705
9	16682898	0.0007714
2	144093328	0.0007768
2	3011665	0.0007811
12	7620109	0.0007813
chr34p1	695429	0.0007817
1	184319498	0.0007819
1	194080608	0.0007848
3	68211637	0.0007887
9	10764822	0.0007888
6	14680460	0.000789
1	92349000	0.0007903
13	16052533	0.0007937
12	8128055	0.0007943
3	9212196	0.0007943
3	101283423	0.0007957
2	150706729	0.000797
5	28170871	0.0008057
12	19283658	0.0008084
chr16p1	1448446	0.0008225
1	174698735	0.0008249
4	74753018	0.0008262
6	26649355	0.0008264
4	865161	0.0008272
15	4427883	0.0008279
2	112982706	0.000828
1	175543567	0.0008288
2	131946347	0.0008291
2	22097383	0.00083
1	161467634	0.0008301
12	19970693	0.0008307
28	3012625	0.0008338
3	10895299	0.0008343
26	4548316	0.0008349
24	5114698	0.0008364
4	71089050	0.0008371
18	6641858	0.0008424
chrZ	8040218	0.0008443
13	3929285	0.0008457
1	39392164	0.0008513
7	11420996	0.0008562
1	64501749	0.0008592
4	16969999	0.0008615
6	23834559	0.0008626
33	6403275	0.0008648
1	196280780	0.0008663
1	172415868	0.0008667
1	198158528	0.0008727
1	40935214	0.0008779
5	52486496	0.0008782
chrZ	703327	0.0008794
4	56254878	0.0008797
29	2171578	0.0008817
chr16p1	453818	0.0008845
1	77668946	0.000886
1	51777808	0.0008866
1	150387087	0.0008887
chrZ	324470	0.0008903
5	48971018	0.0008916
scaffold2	1605702	0.0008953
5	10799350	0.0008968
4	62961092	0.0009028
4	7776517	0.0009028
2	50792158	0.0009038
6	19043966	0.000906
1	8589453	0.0009077
1	151073923	0.0009087
9	3402675	0.000909
3	18526829	0.0009094
3	103547033	0.00091
1	160524823	0.00091
2	141191783	0.0009104
22	3419493	0.0009126
23	4658434	0.0009132
5	57927466	0.0009142
3	100149168	0.0009162
1	187187908	0.0009163
17	2835550	0.0009178
32	1987698	0.0009195
1	199676720	0.0009243
1	111605321	0.0009323
14	4651275	0.0009325
1	153107881	0.0009346
2	49941530	0.0009351
6	16713852	0.000937
2	12049963	0.0009393
1	117439968	0.0009396
9	14181002	0.0009422
6	32852184	0.0009423
6	7139681	0.0009439
1	118723537	0.0009465
36	1171605	0.0009473
31	4566036	0.0009503
7	29354709	0.0009512
2	24613861	0.0009539
14	9274497	0.0009555
13	11219049	0.0009561
2	85790936	0.0009562
1	173414363	0.0009583
2	5917383	0.0009612
1	41617048	0.0009624
35	355411	0.0009667
7	17281841	0.0009675
13	2086385	0.0009678
2	21108014	0.0009697
1	50161799	0.0009705
25	1444463	0.0009731
3	108225542	0.0009747
chr16p1	1255311	0.0009754
36	1336292	0.0009755
chr16p1	1448345	0.0009798
2	147670952	0.0009812
11	13775318	0.0009848
1	89342093	0.0009852
6	30093489	0.0009852
chrZ	31348059	0.0009864
23	4120101	0.0009897
35	35471	0.0009947
30	1471466	0.0009979
30	1397960	0.0009981
3	107736897	0.0009984
6	20034390	0.0009996
chrZ	23903462	0.001003
1	43688455	0.001005
14	6888915	0.00101
24	2291516	0.001011
4	67974972	0.001013
4	34521248	0.001013
1	148721579	0.001015
21	5926771	0.001025
14	12766681	0.001027
2	23593582	0.001032
20	8195346	0.001033
29	2526892	0.001037
36	1340939	0.001038
4	328195	0.001042
2	62900743	0.001043
2	89835643	0.001046
12	17044666	0.001047
1	149222914	0.001052
35	204661	0.001054
1	14545880	0.001055
